dataset,head_idx,basis_idx,GO_term,Adjusted_P_value,Combined_Score
bmmc,1,30,positive regulation of T-helper 2 cell differentiation (GO:0045630),0.0036620426612123,3684.499894523836
bmmc,1,30,regulation of T-helper 2 cell differentiation (GO:0045628),0.0051173266668167,2308.188874209161
bmmc,1,30,positive regulation of T-helper cell differentiation (GO:0045624),0.0110257422567351,1014.3901741044946
bmmc,0,31,heterochromatin organization (GO:0070828),0.0293971106061732,1014.3901741044946
bmmc,0,31,positive regulation of muscle hypertrophy (GO:0014742),0.0293971106061732,773.4756743774749
bmmc,0,31,positive regulation of cardiac muscle hypertrophy (GO:0010613),0.0293971106061732,714.6879621205851
bmmc,0,31,regulation of cardiac muscle hypertrophy (GO:0010611),0.0395508255365709,481.769182294251
bmmc,1,31,regulation of signal transduction (GO:0009966),0.0411196510040299,132.90339060551975
bmmc,1,32,sympathetic ganglion development (GO:0061549),8.135681904399589e-05,5613.945897651089
bmmc,1,32,ganglion development (GO:0061548),0.00010621684303027726,3505.546305288435
bmmc,1,32,sympathetic nervous system development (GO:0048485),0.0001795201500964943,2267.751744149168
bmmc,1,32,positive regulation of cell-matrix adhesion (GO:0001954),0.0024224031558895,548.7162098920684
bmmc,1,32,dendrite arborization (GO:0140059),0.0024224031558895,2851.750942795132
bmmc,2,32,synaptic vesicle endocytosis (GO:0048488),0.0046615475694106,671.1354914711817
bmmc,2,32,regulation of ruffle assembly (GO:1900027),0.0377159899320162,481.769182294251
bmmc,2,32,clathrin-dependent endocytosis (GO:0072583),0.0377159899320162,431.9867091057638
bmmc,2,32,receptor clustering (GO:0043113),0.0377159899320162,390.5418048109173
bmmc,2,32,regulation of NMDA receptor activity (GO:2000310),0.0394445865338347,325.6801394016241
bmmc,3,32,protein O-linked glycosylation via threonine (GO:0018243),0.0083235824272167,1927.3444106230904
bmmc,0,34,synaptic membrane adhesion (GO:0099560),0.0467778532430714,1014.3901741044946
bmmc,1,35,positive regulation of cytoplasmic transport (GO:1903651),0.0462266832208597,1432.0496756090347
bmmc,1,35,negative regulation of phosphorylation (GO:0042326),0.0462266832208597,217.17528174058037
bmmc,1,35,negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator (GO:1902254),0.0462266832208597,773.4756743774749
bmmc,1,35,negative regulation of signal transduction by p53 class mediator (GO:1901797),0.0462266832208597,714.6879621205851
bmmc,1,36,peptidyl-threonine modification (GO:0018210),0.0412940577438027,307.4876947120848
bmmc,1,36,transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),0.0465492427952978,79.30938677458334
bmmc,3,38,regulation of toll-like receptor 9 signaling pathway (GO:0034163),0.00010316757798243016,4023.41726456181
bmmc,3,38,regulation of lymphocyte differentiation (GO:0045619),0.0420597565544786,618.2139479571657
bmmc,1,42,regulation of striated muscle cell differentiation (GO:0051153),0.014002405928083,2851.750942795132
bmmc,1,42,protein kinase C-activating G protein-coupled receptor signaling pathway (GO:0007205),0.0182683092181141,1432.0496756090347
bmmc,1,42,inflammatory response (GO:0006954),0.0379020736333175,106.23638824320317
bmmc,1,42,regulation of myotube differentiation (GO:0010830),0.0491769453715416,455.6920507677008
bmmc,0,43,positive regulation of anion transmembrane transport (GO:1903961),0.0052053706582852,5105.230681141124
bmmc,3,43,lysine catabolic process (GO:0006554),0.0083197471448884,1262.919124249693
bmmc,3,43,lysine metabolic process (GO:0006553),0.0083197471448884,1262.919124249693
bmmc,3,43,aspartate family amino acid catabolic process (GO:0009068),0.0142770411146392,663.3671793000248
bmmc,1,44,Roundabout signaling pathway (GO:0035385),0.0038191421244892,5105.230681141124
bmmc,1,44,negative regulation of chemokine-mediated signaling pathway (GO:0070100),0.0038191421244892,3684.499894523836
bmmc,1,44,regulation of chemokine-mediated signaling pathway (GO:0070099),0.0047438728469504,2308.188874209161
