Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,positive regulation of nitrogen compound metabolic process (GO:0051173),1/20,0.0344400804224879,0.0994252321720633,0,0,30.876160990712076,104.00740624656504,IFNG
GO_Biological_Process_2021,embryonic digestive tract development (GO:0048566),1/20,0.0344400804224879,0.0994252321720633,0,0,30.876160990712076,104.00740624656504,SALL1
GO_Biological_Process_2021,positive regulation of glycolytic process (GO:0045821),1/21,0.0361314966365463,0.1018824178414243,0,0,29.330882352941178,97.3958437550943,IFNG
GO_Biological_Process_2021,positive regulation of phosphatase activity (GO:0010922),1/21,0.0361314966365463,0.1018824178414243,0,0,29.330882352941178,97.3958437550943,IFNG
GO_Biological_Process_2021,positive regulation of purine nucleotide metabolic process (GO:1900544),1/21,0.0361314966365463,0.1018824178414243,0,0,29.330882352941178,97.3958437550943,IFNG
GO_Biological_Process_2021,positive regulation of transcription regulatory region DNA binding (GO:2000679),1/21,0.0361314966365463,0.1018824178414243,0,0,29.330882352941178,97.3958437550943,IFNG
GO_Biological_Process_2021,positive regulation of amyloid precursor protein catabolic process (GO:1902993),1/22,0.037820034565529,0.1024732780127461,0,0,27.932773109243698,91.47749401004982,IFNG
GO_Biological_Process_2021,negative regulation of B cell activation (GO:0050869),1/22,0.037820034565529,0.1024732780127461,0,0,27.932773109243698,91.47749401004982,MNDA
GO_Biological_Process_2021,negative regulation of cyclin-dependent protein kinase activity (GO:1904030),1/22,0.037820034565529,0.1024732780127461,0,0,27.932773109243698,91.47749401004982,CDKN1C
GO_Biological_Process_2021,positive regulation of lipid catabolic process (GO:0050996),1/22,0.037820034565529,0.1024732780127461,0,0,27.932773109243698,91.47749401004982,ABHD5
GO_Biological_Process_2021,negative regulation of phosphate metabolic process (GO:0045936),1/22,0.037820034565529,0.1024732780127461,0,0,27.932773109243698,91.47749401004982,CDKN1C
GO_Biological_Process_2021,regulation of membrane protein ectodomain proteolysis (GO:0051043),1/22,0.037820034565529,0.1024732780127461,0,0,27.932773109243698,91.47749401004982,IFNG
GO_Biological_Process_2021,microglial cell activation (GO:0001774),1/22,0.037820034565529,0.1024732780127461,0,0,27.932773109243698,91.47749401004982,IFNG
GO_Biological_Process_2021,regulation of interferon-gamma-mediated signaling pathway (GO:0060334),1/23,0.0395056989616672,0.1058578121348542,0,0,26.66176470588235,86.15243597600474,IFNG
GO_Biological_Process_2021,regulation of protein export from nucleus (GO:0046825),1/23,0.0395056989616672,0.1058578121348542,0,0,26.66176470588235,86.15243597600474,TCF7L2
GO_Biological_Process_2021,regulation of ruffle assembly (GO:1900027),1/24,0.0411884945546998,0.1062575524416458,0,0,25.50127877237852,81.33878492786673,TACSTD2
GO_Biological_Process_2021,positive regulation of carbohydrate metabolic process (GO:0045913),1/24,0.0411884945546998,0.1062575524416458,0,0,25.50127877237852,81.33878492786673,IFNG
GO_Biological_Process_2021,positive regulation of cellular response to transforming growth factor beta stimulus (GO:1903846),1/24,0.0411884945546998,0.1062575524416458,0,0,25.50127877237852,81.33878492786673,CDKN1C
GO_Biological_Process_2021,negative regulation of stress fiber assembly (GO:0051497),1/24,0.0411884945546998,0.1062575524416458,0,0,25.50127877237852,81.33878492786673,TACSTD2
GO_Biological_Process_2021,positive regulation of transforming growth factor beta receptor signaling pathway (GO:0030511),1/24,0.0411884945546998,0.1062575524416458,0,0,25.50127877237852,81.33878492786673,CDKN1C
GO_Biological_Process_2021,phospholipid catabolic process (GO:0009395),1/24,0.0411884945546998,0.1062575524416458,0,0,25.50127877237852,81.33878492786673,PLBD1
GO_Biological_Process_2021,endocrine system development (GO:0035270),1/24,0.0411884945546998,0.1062575524416458,0,0,25.50127877237852,81.33878492786673,SALL1
GO_Biological_Process_2021,response to hexose (GO:0009746),1/25,0.0428684260822968,0.1088543803660418,0,0,24.4375,76.96883173102468,TCF7L2
GO_Biological_Process_2021,regulation of heterotypic cell-cell adhesion (GO:0034114),1/25,0.0428684260822968,0.1088543803660418,0,0,24.4375,76.96883173102468,MYADM
GO_Biological_Process_2021,negative regulation of actin filament polymerization (GO:0030837),1/25,0.0428684260822968,0.1088543803660418,0,0,24.4375,76.96883173102468,MYADM
GO_Biological_Process_2021,phosphatidylethanolamine acyl-chain remodeling (GO:0036152),1/26,0.0445454982675267,0.1119407598950801,0,0,23.458823529411763,72.98612815583363,PLBD1
GO_Biological_Process_2021,endothelial cell development (GO:0001885),1/26,0.0445454982675267,0.1119407598950801,0,0,23.458823529411763,72.98612815583363,MYADM
GO_Biological_Process_2021,negative regulation of macromolecule metabolic process (GO:0010605),2/194,0.0451814229929285,0.1120828108588076,0,0,6.2414772727272725,19.33028747548142,IFNG;MYADM
GO_Biological_Process_2021,negative regulation of plasma membrane bounded cell projection assembly (GO:0120033),1/27,0.046219715818065,0.1120828108588076,0,0,22.555429864253394,69.34325924679375,TACSTD2
GO_Biological_Process_2021,cellular lipid catabolic process (GO:0044242),1/27,0.046219715818065,0.1120828108588076,0,0,22.555429864253394,69.34325924679375,PLBD1
GO_Biological_Process_2021,negative regulation of protein polymerization (GO:0032272),1/27,0.046219715818065,0.1120828108588076,0,0,22.555429864253394,69.34325924679375,MYADM
GO_Biological_Process_2021,positive regulation of nitric oxide biosynthetic process (GO:0045429),1/27,0.046219715818065,0.1120828108588076,0,0,22.555429864253394,69.34325924679375,IFNG
GO_Biological_Process_2021,negative regulation of actin filament bundle assembly (GO:0032232),1/27,0.046219715818065,0.1120828108588076,0,0,22.555429864253394,69.34325924679375,TACSTD2
GO_Biological_Process_2021,entrainment of circadian clock by photoperiod (GO:0043153),1/27,0.046219715818065,0.1120828108588076,0,0,22.555429864253394,69.34325924679375,BHLHE40
GO_Biological_Process_2021,positive regulation of monooxygenase activity (GO:0032770),1/28,0.0478910834594522,0.1122085771876055,0,0,21.71895424836601,66.00012158056954,IFNG
GO_Biological_Process_2021,positive regulation of nitric oxide metabolic process (GO:1904407),1/28,0.0478910834594522,0.1122085771876055,0,0,21.71895424836601,66.00012158056954,IFNG
GO_Biological_Process_2021,L-amino acid transport (GO:0015807),1/28,0.0478910834594522,0.1122085771876055,0,0,21.71895424836601,66.00012158056954,SLC38A3
GO_Biological_Process_2021,positive regulation of protein import into nucleus (GO:0042307),1/28,0.0478910834594522,0.1122085771876055,0,0,21.71895424836601,66.00012158056954,IFNG
GO_Biological_Process_2021,regulation of immunoglobulin production (GO:0002637),1/28,0.0478910834594522,0.1122085771876055,0,0,21.71895424836601,66.00012158056954,TNFRSF4
GO_Biological_Process_2021,neutral amino acid transport (GO:0015804),1/28,0.0478910834594522,0.1122085771876055,0,0,21.71895424836601,66.00012158056954,SLC38A3
GO_Biological_Process_2021,photoperiodism (GO:0009648),1/28,0.0478910834594522,0.1122085771876055,0,0,21.71895424836601,66.00012158056954,BHLHE40
GO_Biological_Process_2021,establishment of endothelial barrier (GO:0061028),1/29,0.049559605875515,0.1139166296190747,0,0,20.942226890756302,62.92257878831688,MYADM
GO_Biological_Process_2021,beta-catenin-TCF complex assembly (GO:1904837),1/29,0.049559605875515,0.1139166296190747,0,0,20.942226890756302,62.92257878831688,TCF7L2
GO_Biological_Process_2021,limb development (GO:0060173),1/29,0.049559605875515,0.1139166296190747,0,0,20.942226890756302,62.92257878831688,SALL1
GO_Biological_Process_2021,negative regulation of transferase activity (GO:0051348),1/29,0.049559605875515,0.1139166296190747,0,0,20.942226890756302,62.92257878831688,CDKN1C
GO_Biological_Process_2021,negative regulation of cytoskeleton organization (GO:0051494),1/30,0.0512252877849629,0.1155547189567769,0,0,20.219066937119678,60.081401552176,MYADM
GO_Biological_Process_2021,positive regulation of phosphate metabolic process (GO:0045937),1/30,0.0512252877849629,0.1155547189567769,0,0,20.219066937119678,60.081401552176,IFNG
GO_Biological_Process_2021,positive regulation of protein import (GO:1904591),1/30,0.0512252877849629,0.1155547189567769,0,0,20.219066937119678,60.081401552176,IFNG
GO_Biological_Process_2021,phosphatidylcholine acyl-chain remodeling (GO:0036151),1/30,0.0512252877849629,0.1155547189567769,0,0,20.219066937119678,60.081401552176,PLBD1
GO_Biological_Process_2021,cellular response to cytokine stimulus (GO:0071345),3/482,0.0515497892930762,0.1157483694775092,0,0,3.813804801670146,11.30872128933061,PYHIN1;STAT4;MNDA
GO_Biological_Process_2021,positive regulation of leukocyte cell-cell adhesion (GO:1903039),1/31,0.0528881338521174,0.1176639675150319,0,0,19.544117647058822,57.45142461157597,HLA-DPB1
GO_Biological_Process_2021,positive regulation of proteolysis involved in cellular protein catabolic process (GO:1903052),1/31,0.0528881338521174,0.1176639675150319,0,0,19.544117647058822,57.45142461157597,PYHIN1
GO_Biological_Process_2021,"positive regulation of transcription, DNA-templated (GO:0045893)",5/1183,0.0533634858716765,0.1181794093505166,0,0,2.658036219581211,7.789716837562941,CDKN1C;TCF7L2;SALL1;PYHIN1;NFATC2
GO_Biological_Process_2021,negative regulation of multicellular organismal process (GO:0051241),2/214,0.0538315503529527,0.1186740996417366,0,0,5.64694110920526,16.499772075028986,IFNG;TACSTD2
GO_Biological_Process_2021,positive regulation of immune effector process (GO:0002699),1/32,0.0545481487828968,0.1191705052238961,0,0,18.91271347248577,55.01087072997707,IFNG
GO_Biological_Process_2021,regulation of NMDA receptor activity (GO:2000310),1/32,0.0545481487828968,0.1191705052238961,0,0,18.91271347248577,55.01087072997707,IFNG
GO_Biological_Process_2021,positive regulation of ATP metabolic process (GO:1903580),1/33,0.0562053372358306,0.1211537269305682,0,0,18.32077205882353,52.74080454160656,IFNG
GO_Biological_Process_2021,negative regulation of smooth muscle cell proliferation (GO:0048662),1/33,0.0562053372358306,0.1211537269305682,0,0,18.32077205882353,52.74080454160656,IFNG
GO_Biological_Process_2021,regulation of interleukin-17 production (GO:0032660),1/33,0.0562053372358306,0.1211537269305682,0,0,18.32077205882353,52.74080454160656,IFNG
GO_Biological_Process_2021,regulation of amyloid-beta formation (GO:1902003),1/34,0.0578597038845059,0.1225412942532112,0,0,17.764705882352942,50.624688080382775,IFNG
GO_Biological_Process_2021,positive regulation of DNA binding (GO:0043388),1/34,0.0578597038845059,0.1225412942532112,0,0,17.764705882352942,50.624688080382775,PYHIN1
GO_Biological_Process_2021,positive regulation of interleukin-12 production (GO:0032735),1/34,0.0578597038845059,0.1225412942532112,0,0,17.764705882352942,50.624688080382775,IFNG
GO_Biological_Process_2021,protein destabilization (GO:0031648),1/34,0.0578597038845059,0.1225412942532112,0,0,17.764705882352942,50.624688080382775,PYHIN1
GO_Biological_Process_2021,negative regulation of epithelial cell migration (GO:0010633),1/35,0.0595112533883531,0.1235941472657497,0,0,17.241349480968857,48.64801672574411,TACSTD2
GO_Biological_Process_2021,positive regulation of immunoglobulin production (GO:0002639),1/35,0.0595112533883531,0.1235941472657497,0,0,17.241349480968857,48.64801672574411,TNFRSF4
GO_Biological_Process_2021,positive regulation of lymphocyte activation (GO:0051251),1/35,0.0595112533883531,0.1235941472657497,0,0,17.241349480968857,48.64801672574411,HLA-DPB1
GO_Biological_Process_2021,inflammatory response (GO:0006954),2/230,0.0611415178996825,0.1235941472657497,0,0,5.246411483253588,14.661433374876674,IFNG;TNFRSF4
GO_Biological_Process_2021,positive regulation of myeloid leukocyte differentiation (GO:0002763),1/36,0.0611599903995462,0.1235941472657497,0,0,16.747899159663866,46.798019121040575,IFNG
GO_Biological_Process_2021,macrophage activation (GO:0042116),1/36,0.0611599903995462,0.1235941472657497,0,0,16.747899159663866,46.798019121040575,IFNG
GO_Biological_Process_2021,positive regulation of substrate adhesion-dependent cell spreading (GO:1900026),1/36,0.0611599903995462,0.1235941472657497,0,0,16.747899159663866,46.798019121040575,MYADM
GO_Biological_Process_2021,"Wnt signaling pathway, calcium modulating pathway (GO:0007223)",1/36,0.0611599903995462,0.1235941472657497,0,0,16.747899159663866,46.798019121040575,TCF7L2
GO_Biological_Process_2021,regulation of osteoclast differentiation (GO:0045670),1/36,0.0611599903995462,0.1235941472657497,0,0,16.747899159663866,46.798019121040575,IFNG
GO_Biological_Process_2021,embryonic limb morphogenesis (GO:0030326),1/36,0.0611599903995462,0.1235941472657497,0,0,16.747899159663866,46.798019121040575,SALL1
GO_Biological_Process_2021,regulation of protein import into nucleus (GO:0042306),1/36,0.0611599903995462,0.1235941472657497,0,0,16.747899159663866,46.798019121040575,IFNG
GO_Biological_Process_2021,apoptotic process (GO:0006915),2/231,0.0616092970994893,0.1239855149097607,0,0,5.223236734153764,14.556860404843512,IFNG;PHLDA2
GO_Biological_Process_2021,negative regulation of epithelial cell apoptotic process (GO:1904036),1/37,0.0628059195635094,0.1248396351979593,0,0,16.28186274509804,45.063408386674496,TCF7L2
GO_Biological_Process_2021,positive regulation of exocytosis (GO:0045921),1/37,0.0628059195635094,0.1248396351979593,0,0,16.28186274509804,45.063408386674496,IFNG
GO_Biological_Process_2021,positive regulation of signaling receptor activity (GO:2000273),1/37,0.0628059195635094,0.1248396351979593,0,0,16.28186274509804,45.063408386674496,IFNG
GO_Biological_Process_2021,positive regulation of cell development (GO:0010720),1/38,0.0644490455160645,0.1255332814268727,0,0,15.84101748807631,43.43417472327079,IFNG
GO_Biological_Process_2021,positive regulation of insulin secretion (GO:0032024),1/38,0.0644490455160645,0.1255332814268727,0,0,15.84101748807631,43.43417472327079,TCF7L2
GO_Biological_Process_2021,positive regulation of production of molecular mediator of immune response (GO:0002702),1/38,0.0644490455160645,0.1255332814268727,0,0,15.84101748807631,43.43417472327079,TNFRSF4
GO_Biological_Process_2021,lymphocyte proliferation (GO:0046651),1/38,0.0644490455160645,0.1255332814268727,0,0,15.84101748807631,43.43417472327079,TNFRSF4
GO_Biological_Process_2021,ventricular septum development (GO:0003281),1/38,0.0644490455160645,0.1255332814268727,0,0,15.84101748807631,43.43417472327079,SALL1
GO_Biological_Process_2021,negative regulation of lymphocyte proliferation (GO:0050672),1/39,0.0660893728937635,0.1277025731214157,0,0,15.423374613003096,41.90141161770672,MNDA
GO_Biological_Process_2021,response to peptide (GO:1901652),1/39,0.0660893728937635,0.1277025731214157,0,0,15.423374613003096,41.90141161770672,STAT4
GO_Biological_Process_2021,positive regulation of cation channel activity (GO:2001259),1/40,0.0677269063272853,0.1288139198773858,0,0,15.027149321266968,40.457169500722365,IFNG
GO_Biological_Process_2021,negative regulation of cell-substrate adhesion (GO:0010812),1/40,0.0677269063272853,0.1288139198773858,0,0,15.027149321266968,40.457169500722365,TACSTD2
GO_Biological_Process_2021,digestive tract development (GO:0048565),1/40,0.0677269063272853,0.1288139198773858,0,0,15.027149321266968,40.457169500722365,SALL1
GO_Biological_Process_2021,regulation of nitric oxide biosynthetic process (GO:0045428),1/40,0.0677269063272853,0.1288139198773858,0,0,15.027149321266968,40.457169500722365,IFNG
GO_Biological_Process_2021,negative regulation of cell-cell adhesion (GO:0022408),1/41,0.069361650424016,0.1303891490528983,0,0,14.650735294117649,39.09433194754818,MYADM
GO_Biological_Process_2021,regulation of cell development (GO:0060284),1/41,0.069361650424016,0.1303891490528983,0,0,14.650735294117649,39.09433194754818,BHLHE40
GO_Biological_Process_2021,carboxylic acid transmembrane transport (GO:1905039),1/41,0.069361650424016,0.1303891490528983,0,0,14.650735294117649,39.09433194754818,SLC38A3
GO_Biological_Process_2021,regulation of ubiquitin-dependent protein catabolic process (GO:2000058),1/42,0.0709936097840018,0.1314194684932859,0,0,14.292682926829269,37.8065104803334,PYHIN1
GO_Biological_Process_2021,positive regulation of epithelial to mesenchymal transition (GO:0010718),1/42,0.0709936097840018,0.1314194684932859,0,0,14.292682926829269,37.8065104803334,TCF7L2
GO_Biological_Process_2021,regulation of chemokine production (GO:0032642),1/42,0.0709936097840018,0.1314194684932859,0,0,14.292682926829269,37.8065104803334,IFNG
GO_Biological_Process_2021,regulation of nervous system development (GO:0051960),1/42,0.0709936097840018,0.1314194684932859,0,0,14.292682926829269,37.8065104803334,BHLHE40
GO_Biological_Process_2021,regulation of cell-substrate adhesion (GO:0010810),1/43,0.0726227890309385,0.1334168662121408,0,0,13.951680672268909,36.58795480887935,MYADM
GO_Biological_Process_2021,positive regulation of peptide hormone secretion (GO:0090277),1/43,0.0726227890309385,0.1334168662121408,0,0,13.951680672268909,36.58795480887935,TCF7L2
GO_Biological_Process_2021,branching morphogenesis of an epithelial tube (GO:0048754),1/44,0.0742491927494056,0.1358900320130631,0,0,13.626538987688098,35.433475961203385,SALL1
GO_Biological_Process_2021,amino acid transmembrane transport (GO:0003333),1/45,0.0758728255193472,0.1378214246325222,0,0,13.316176470588236,34.33838017133994,SLC38A3
GO_Biological_Process_2021,positive regulation of nervous system development (GO:0051962),1/45,0.0758728255193472,0.1378214246325222,0,0,13.316176470588236,34.33838017133994,IFNG
GO_Biological_Process_2021,regulation of protein phosphorylation (GO:0001932),2/266,0.0787302673618927,0.1410633137178864,0,0,4.5227272727272725,11.495540762855123,IFNG;MYADM
GO_Biological_Process_2021,regulation of T cell activation (GO:0050863),1/47,0.0791117965593095,0.1410633137178864,0,0,12.735933503836318,32.3097041276766,HLA-DPB1
GO_Biological_Process_2021,regulation of DNA binding (GO:0051101),1/47,0.0791117965593095,0.1410633137178864,0,0,12.735933503836318,32.3097041276766,PYHIN1
GO_Biological_Process_2021,positive regulation of neuron death (GO:1901216),1/47,0.0791117965593095,0.1410633137178864,0,0,12.735933503836318,32.3097041276766,IFNG
GO_Biological_Process_2021,regulation of protein localization to nucleus (GO:1900180),1/47,0.0791117965593095,0.1410633137178864,0,0,12.735933503836318,32.3097041276766,PYHIN1
GO_Biological_Process_2021,positive regulation of cell migration (GO:0030335),2/269,0.0802616154876255,0.142373326639545,0,0,4.471229145386449,11.278513598892625,IFNG;MYADM
GO_Biological_Process_2021,negative regulation of mitotic cell cycle (GO:0045930),1/48,0.080727143970876,0.142373326639545,0,0,12.46433041301627,31.36873609624054,CDKN1C
GO_Biological_Process_2021,phosphatidic acid biosynthetic process (GO:0006654),1/48,0.080727143970876,0.142373326639545,0,0,12.46433041301627,31.36873609624054,ABHD5
GO_Biological_Process_2021,response to glucose (GO:0009749),1/49,0.0823397387131553,0.1436502635823033,0,0,12.204044117647058,30.47229528129729,TCF7L2
GO_Biological_Process_2021,regulation of cellular localization (GO:0060341),1/49,0.0823397387131553,0.1436502635823033,0,0,12.204044117647058,30.47229528129729,ADGRE2
GO_Biological_Process_2021,cellular defense response (GO:0006968),1/49,0.0823397387131553,0.1436502635823033,0,0,12.204044117647058,30.47229528129729,MNDA
GO_Biological_Process_2021,amino acid transport (GO:0006865),1/50,0.0839495853612937,0.1440798398808548,0,0,11.95438175270108,29.61744503578088,SLC38A3
GO_Biological_Process_2021,positive regulation of cell morphogenesis involved in differentiation (GO:0010770),1/50,0.0839495853612937,0.1440798398808548,0,0,11.95438175270108,29.61744503578088,MYADM
GO_Biological_Process_2021,negative regulation of ERK1 and ERK2 cascade (GO:0070373),1/50,0.0839495853612937,0.1440798398808548,0,0,11.95438175270108,29.61744503578088,PSCA
GO_Biological_Process_2021,phosphatidic acid metabolic process (GO:0046473),1/50,0.0839495853612937,0.1440798398808548,0,0,11.95438175270108,29.61744503578088,ABHD5
GO_Biological_Process_2021,regulation of transcription by RNA polymerase II (GO:0006357),7/2206,0.0842176697579877,0.1440798398808548,0,0,2.019781718963165,4.997647956989374,TCF7L2;SALL1;IFNG;BHLHE40;STAT4;NFATC2;CRYM
GO_Biological_Process_2021,gonad development (GO:0008406),1/51,0.0855566884240952,0.1440798398808548,0,0,11.71470588235294,28.801495903666925,SALL1
GO_Biological_Process_2021,regulation of interleukin-12 production (GO:0032655),1/51,0.0855566884240952,0.1440798398808548,0,0,11.71470588235294,28.801495903666925,IFNG
GO_Biological_Process_2021,mitotic nuclear membrane organization (GO:0101024),1/51,0.0855566884240952,0.1440798398808548,0,0,11.71470588235294,28.801495903666925,CCNB2
GO_Biological_Process_2021,mitotic nuclear membrane reassembly (GO:0007084),1/51,0.0855566884240952,0.1440798398808548,0,0,11.71470588235294,28.801495903666925,CCNB2
GO_Biological_Process_2021,regulation of protein modification process (GO:0031399),1/51,0.0855566884240952,0.1440798398808548,0,0,11.71470588235294,28.801495903666925,IFNG
GO_Biological_Process_2021,response to peptide hormone (GO:0043434),1/52,0.087161052470787,0.1452684207846451,0,0,11.484429065743944,28.02198043525966,STAT4
GO_Biological_Process_2021,positive regulation of protein localization to cell periphery (GO:1904377),1/52,0.087161052470787,0.1452684207846451,0,0,11.484429065743944,28.02198043525966,IFNG
GO_Biological_Process_2021,positive regulation of protein localization to plasma membrane (GO:1903078),1/52,0.087161052470787,0.1452684207846451,0,0,11.484429065743944,28.02198043525966,IFNG
GO_Biological_Process_2021,positive regulation of chemokine production (GO:0032722),1/53,0.0887626820159513,0.1469279890025134,0,0,11.263009049773755,27.27663102809561,IFNG
GO_Biological_Process_2021,positive regulation of phagocytosis (GO:0050766),1/53,0.0887626820159513,0.1469279890025134,0,0,11.263009049773755,27.27663102809561,IFNG
GO_Biological_Process_2021,positive regulation of programmed cell death (GO:0043068),2/286,0.0891138272742105,0.1470075041768438,0,0,4.1999573196756295,10.154828032560678,IFNG;MNDA
GO_Biological_Process_2021,nuclear membrane reassembly (GO:0031468),1/54,0.0903615815891906,0.1485605663415507,0,0,11.049944506104328,26.563360328124432,CCNB2
GO_Biological_Process_2021,renal system development (GO:0072001),1/57,0.0951419455784456,0.1543272361389503,0,0,10.456407563025213,24.597499845166844,SALL1
GO_Biological_Process_2021,carboxylic acid transport (GO:0046942),1/57,0.0951419455784456,0.1543272361389503,0,0,10.456407563025213,24.597499845166844,SLC38A3
GO_Biological_Process_2021,positive regulation of interferon-gamma production (GO:0032729),1/57,0.0951419455784456,0.1543272361389503,0,0,10.456407563025213,24.597499845166844,HLA-DPB1
GO_Biological_Process_2021,positive regulation of proteolysis (GO:0045862),1/57,0.0951419455784456,0.1543272361389503,0,0,10.456407563025213,24.597499845166844,IFNG
GO_Biological_Process_2021,fat cell differentiation (GO:0045444),1/58,0.0967299703227379,0.1548318006816102,0,0,10.272445820433436,23.99470759981785,TCF7L2
GO_Biological_Process_2021,positive regulation of protein binding (GO:0032092),1/58,0.0967299703227379,0.1548318006816102,0,0,10.272445820433436,23.99470759981785,TCF7L2
GO_Biological_Process_2021,regulation of neurotransmitter receptor activity (GO:0099601),1/58,0.0967299703227379,0.1548318006816102,0,0,10.272445820433436,23.99470759981785,PSCA
GO_Biological_Process_2021,regulation of phagocytosis (GO:0050764),1/58,0.0967299703227379,0.1548318006816102,0,0,10.272445820433436,23.99470759981785,IFNG
GO_Biological_Process_2021,positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531),1/59,0.0983152876195209,0.1568516924193014,0,0,10.094827586206897,23.41571720766855,IFNG
GO_Biological_Process_2021,"regulation of DNA-templated transcription, initiation (GO:2000142)",1/61,0.1014778176807545,0.1613663658202163,0,0,9.757352941176473,22.323994636443867,TCF7L2
GO_Biological_Process_2021,negative regulation of kinase activity (GO:0033673),1/62,0.1030550394049876,0.1633388696451601,0,0,9.596914175506267,21.808911363364537,CDKN1C
GO_Biological_Process_2021,amyloid fibril formation (GO:1990000),1/63,0.1046295715475443,0.1647576045472694,0,0,9.441650853889945,21.31291281406773,TGFBI
GO_Biological_Process_2021,anterior/posterior pattern specification (GO:0009952),1/63,0.1046295715475443,0.1647576045472694,0,0,9.441650853889945,21.31291281406773,BHLHE40
GO_Biological_Process_2021,regulation of transcription initiation from RNA polymerase II promoter (GO:0060260),1/64,0.1062014185406305,0.1650887435647623,0,0,9.291316526610643,20.83501368555894,TCF7L2
GO_Biological_Process_2021,regulation of extrinsic apoptotic signaling pathway (GO:2001236),1/64,0.1062014185406305,0.1650887435647623,0,0,9.291316526610643,20.83501368555894,TCF7L2
GO_Biological_Process_2021,lipid homeostasis (GO:0055088),1/64,0.1062014185406305,0.1650887435647623,0,0,9.291316526610643,20.83501368555894,ABHD5
GO_Biological_Process_2021,tRNA processing (GO:0008033),1/64,0.1062014185406305,0.1650887435647623,0,0,9.291316526610643,20.83501368555894,TSEN54
GO_Biological_Process_2021,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger (GO:0007187)",1/65,0.107770584841681,0.166460935185399,0,0,9.145680147058824,20.374293754857693,MC5R
GO_Biological_Process_2021,chemical homeostasis (GO:0048878),1/65,0.107770584841681,0.166460935185399,0,0,9.145680147058824,20.374293754857693,ABHD5
GO_Biological_Process_2021,negative regulation of gene expression (GO:0010629),2/322,0.108754316630918,0.1667562305355466,0,0,3.720643939393939,8.254858455010652,IFNG;MYADM
GO_Biological_Process_2021,positive regulation of cell death (GO:0010942),1/66,0.1093370748666058,0.1667562305355466,0,0,9.004524886877828,19.929892668037816,IFNG
GO_Biological_Process_2021,positive regulation of T cell proliferation (GO:0042102),1/66,0.1093370748666058,0.1667562305355466,0,0,9.004524886877828,19.929892668037816,HLA-DPB1
GO_Biological_Process_2021,embryonic organ development (GO:0048568),1/66,0.1093370748666058,0.1667562305355466,0,0,9.004524886877828,19.929892668037816,SALL1
GO_Biological_Process_2021,regulation of tyrosine phosphorylation of STAT protein (GO:0042509),1/68,0.1124620438492114,0.1704502852089611,0,0,8.734855136084285,19.08687700448831,IFNG
GO_Biological_Process_2021,canonical Wnt signaling pathway (GO:0060070),1/68,0.1124620438492114,0.1704502852089611,0,0,8.734855136084285,19.08687700448831,TCF7L2
GO_Biological_Process_2021,positive regulation of cell-substrate adhesion (GO:0010811),1/70,0.1155763608564972,0.1723348193025041,0,0,8.48081841432225,18.30011211062434,MYADM
GO_Biological_Process_2021,carbohydrate homeostasis (GO:0033500),1/70,0.1155763608564972,0.1723348193025041,0,0,8.48081841432225,18.30011211062434,TCF7L2
GO_Biological_Process_2021,kidney development (GO:0001822),1/70,0.1155763608564972,0.1723348193025041,0,0,8.48081841432225,18.30011211062434,SALL1
GO_Biological_Process_2021,positive regulation of cytokine production (GO:0001819),2/335,0.116113460173481,0.1723348193025041,0,0,3.573027573027573,7.693398167924911,IFNG;HLA-DPB1
GO_Biological_Process_2021,positive regulation of cellular protein localization (GO:1903829),1/71,0.1171295359017778,0.1723348193025041,0,0,8.359243697478991,17.926187557927317,PYHIN1
GO_Biological_Process_2021,gland development (GO:0048732),1/71,0.1171295359017778,0.1723348193025041,0,0,8.359243697478991,17.926187557927317,SALL1
GO_Biological_Process_2021,regulation of glycolytic process (GO:0006110),1/71,0.1171295359017778,0.1723348193025041,0,0,8.359243697478991,17.926187557927317,IFNG
GO_Biological_Process_2021,myeloid leukocyte differentiation (GO:0002573),1/71,0.1171295359017778,0.1723348193025041,0,0,8.359243697478991,17.926187557927317,IFNG
GO_Biological_Process_2021,regulation of gene expression (GO:0010468),4/1079,0.117779910324335,0.1723348193025041,0,0,2.267366841710428,4.849756106492263,IFNG;BHLHE40;MYADM;NFATC2
GO_Biological_Process_2021,extrinsic apoptotic signaling pathway (GO:0097191),1/72,0.11868006112791,0.1723348193025041,0,0,8.24109362054681,17.56444036008005,IFNG
GO_Biological_Process_2021,negative regulation of epithelial cell proliferation (GO:0050680),1/72,0.11868006112791,0.1723348193025041,0,0,8.24109362054681,17.56444036008005,CDKN1C
GO_Biological_Process_2021,positive regulation of neurogenesis (GO:0050769),1/72,0.11868006112791,0.1723348193025041,0,0,8.24109362054681,17.56444036008005,IFNG
GO_Biological_Process_2021,negative regulation of supramolecular fiber organization (GO:1902904),1/72,0.11868006112791,0.1723348193025041,0,0,8.24109362054681,17.56444036008005,MYADM
GO_Biological_Process_2021,positive regulation of protein secretion (GO:0050714),1/72,0.11868006112791,0.1723348193025041,0,0,8.24109362054681,17.56444036008005,TCF7L2
