Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,fibrinolysis (GO:0042730),1/15,0.0222728330244505,0.0895037919686254,0,0,49.15270935960592,186.9959576603662,SERPINB2
GO_Biological_Process_2021,negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway (GO:1902236),1/15,0.0222728330244505,0.0895037919686254,0,0,49.15270935960592,186.9959576603662,LRRK2
GO_Biological_Process_2021,regulation of amyloid fibril formation (GO:1905906),1/15,0.0222728330244505,0.0895037919686254,0,0,49.15270935960592,186.9959576603662,APP
GO_Biological_Process_2021,GTP metabolic process (GO:0046039),1/15,0.0222728330244505,0.0895037919686254,0,0,49.15270935960592,186.9959576603662,LRRK2
GO_Biological_Process_2021,negative regulation of protein processing (GO:0010955),1/15,0.0222728330244505,0.0895037919686254,0,0,49.15270935960592,186.9959576603662,LRRK2
GO_Biological_Process_2021,interleukin-27-mediated signaling pathway (GO:0070106),1/15,0.0222728330244505,0.0895037919686254,0,0,49.15270935960592,186.9959576603662,OASL
GO_Biological_Process_2021,positive regulation of pattern recognition receptor signaling pathway (GO:0062208),1/15,0.0222728330244505,0.0895037919686254,0,0,49.15270935960592,186.9959576603662,OASL
GO_Biological_Process_2021,modulation by host of viral genome replication (GO:0044827),1/15,0.0222728330244505,0.0895037919686254,0,0,49.15270935960592,186.9959576603662,IFI27
GO_Biological_Process_2021,peptidyl-tyrosine autophosphorylation (GO:0038083),1/15,0.0222728330244505,0.0895037919686254,0,0,49.15270935960592,186.9959576603662,TXK
GO_Biological_Process_2021,electron transport chain (GO:0022900),1/15,0.0222728330244505,0.0895037919686254,0,0,49.15270935960592,186.9959576603662,DHRS2
GO_Biological_Process_2021,T cell receptor signaling pathway (GO:0050852),2/158,0.0233417898876836,0.0903805718179171,0,0,9.072344322344325,34.089424219824814,TXK;HLA-DQA1
GO_Biological_Process_2021,protein autophosphorylation (GO:0046777),2/159,0.0236173566502385,0.0903805718179171,0,0,9.01410373066424,33.76478985279455,LRRK2;TXK
GO_Biological_Process_2021,negative regulation of platelet activation (GO:0010544),1/16,0.0237405188646141,0.0903805718179171,0,0,45.87356321839081,171.5933676703201,THBD
GO_Biological_Process_2021,neuron projection organization (GO:0106027),1/16,0.0237405188646141,0.0903805718179171,0,0,45.87356321839081,171.5933676703201,APP
GO_Biological_Process_2021,digestive tract morphogenesis (GO:0048546),1/16,0.0237405188646141,0.0903805718179171,0,0,45.87356321839081,171.5933676703201,AGR2
GO_Biological_Process_2021,protein localization to endoplasmic reticulum (GO:0070972),1/16,0.0237405188646141,0.0903805718179171,0,0,45.87356321839081,171.5933676703201,LRRK2
GO_Biological_Process_2021,positive regulation of blood coagulation (GO:0030194),1/17,0.0252060750668781,0.0927070896527551,0,0,43.00431034482759,158.28468525367578,THBD
GO_Biological_Process_2021,negative regulation of viral entry into host cell (GO:0046597),1/17,0.0252060750668781,0.0927070896527551,0,0,43.00431034482759,158.28468525367578,PTX3
GO_Biological_Process_2021,copper ion homeostasis (GO:0055070),1/17,0.0252060750668781,0.0927070896527551,0,0,43.00431034482759,158.28468525367578,APP
GO_Biological_Process_2021,regulation of neuroblast proliferation (GO:1902692),1/17,0.0252060750668781,0.0927070896527551,0,0,43.00431034482759,158.28468525367578,LRRK2
GO_Biological_Process_2021,neuron maturation (GO:0042551),1/18,0.0266695046006179,0.0939136286545394,0,0,40.47261663286004,146.68225415832842,APP
GO_Biological_Process_2021,regulation of membrane depolarization (GO:0003254),1/18,0.0266695046006179,0.0939136286545394,0,0,40.47261663286004,146.68225415832842,LRRK2
GO_Biological_Process_2021,regulation of multicellular organism growth (GO:0040014),1/18,0.0266695046006179,0.0939136286545394,0,0,40.47261663286004,146.68225415832842,APP
GO_Biological_Process_2021,regulation of presynapse assembly (GO:1905606),1/18,0.0266695046006179,0.0939136286545394,0,0,40.47261663286004,146.68225415832842,APP
GO_Biological_Process_2021,regulation of presynapse organization (GO:0099174),1/18,0.0266695046006179,0.0939136286545394,0,0,40.47261663286004,146.68225415832842,APP
GO_Biological_Process_2021,neuron projection development (GO:0031175),2/171,0.0270284247863527,0.0939136286545394,0,0,8.368977176669484,30.219256789750094,APP;LRRK2
GO_Biological_Process_2021,regulation of RIG-I signaling pathway (GO:0039535),1/19,0.0281308104264749,0.0939136286545394,0,0,38.22222222222222,136.48734525751556,OASL
GO_Biological_Process_2021,excitatory postsynaptic potential (GO:0060079),1/19,0.0281308104264749,0.0939136286545394,0,0,38.22222222222222,136.48734525751556,LRRK2
GO_Biological_Process_2021,regulation of synaptic vesicle exocytosis (GO:2000300),1/19,0.0281308104264749,0.0939136286545394,0,0,38.22222222222222,136.48734525751556,LRRK2
GO_Biological_Process_2021,heart trabecula morphogenesis (GO:0061384),1/19,0.0281308104264749,0.0939136286545394,0,0,38.22222222222222,136.48734525751556,ADGRG6
GO_Biological_Process_2021,mitochondrion localization (GO:0051646),1/19,0.0281308104264749,0.0939136286545394,0,0,38.22222222222222,136.48734525751556,LRRK2
GO_Biological_Process_2021,regulation of nervous system process (GO:0031644),1/19,0.0281308104264749,0.0939136286545394,0,0,38.22222222222222,136.48734525751556,APP
GO_Biological_Process_2021,regulation of T cell migration (GO:2000404),1/20,0.0295899955032417,0.0951263559141252,0,0,36.2087114337568,127.46621354176987,APP
GO_Biological_Process_2021,positive regulation of nitrogen compound metabolic process (GO:0051173),1/20,0.0295899955032417,0.0951263559141252,0,0,36.2087114337568,127.46621354176987,APP
GO_Biological_Process_2021,negative regulation of viral life cycle (GO:1903901),1/20,0.0295899955032417,0.0951263559141252,0,0,36.2087114337568,127.46621354176987,PTX3
GO_Biological_Process_2021,myeloid cell development (GO:0061515),1/20,0.0295899955032417,0.0951263559141252,0,0,36.2087114337568,127.46621354176987,APP
GO_Biological_Process_2021,regulation of protein kinase A signaling (GO:0010738),1/20,0.0295899955032417,0.0951263559141252,0,0,36.2087114337568,127.46621354176987,LRRK2
GO_Biological_Process_2021,purinergic nucleotide receptor signaling pathway (GO:0035590),1/21,0.0310470628007074,0.0960839270316974,0,0,34.39655172413793,119.43346355828848,APP
GO_Biological_Process_2021,positive regulation of glycolytic process (GO:0045821),1/21,0.0310470628007074,0.0960839270316974,0,0,34.39655172413793,119.43346355828848,APP
GO_Biological_Process_2021,neuron apoptotic process (GO:0051402),1/21,0.0310470628007074,0.0960839270316974,0,0,34.39655172413793,119.43346355828848,APP
GO_Biological_Process_2021,positive regulation of purine nucleotide metabolic process (GO:1900544),1/21,0.0310470628007074,0.0960839270316974,0,0,34.39655172413793,119.43346355828848,APP
GO_Biological_Process_2021,antigen receptor-mediated signaling pathway (GO:0050851),2/185,0.031244241092627,0.0960839270316974,0,0,7.723263075722092,26.768213541271837,TXK;HLA-DQA1
