dataset,head_idx,basis_idx,GO_term,Adjusted_P_value,Combined_Score
covid,3,58,response to UV-A (GO:0070141),0.0329793651525419,1014.3901741044946
covid,1,59,positive regulation of leukocyte chemotaxis (GO:0002690),0.0159356002531891,414.1127253263179
covid,1,59,chemokine-mediated signaling pathway (GO:0070098),0.0159356002531891,393.8892595235548
covid,1,59,cellular response to chemokine (GO:1990869),0.0159356002531891,358.15436396134345
covid,1,59,positive regulation of lymphocyte migration (GO:2000403),0.0164581656082742,1014.3901741044946
covid,1,59,positive regulation of macrophage chemotaxis (GO:0010759),0.0164581656082742,1014.3901741044946
covid,2,59,alpha-amino acid biosynthetic process (GO:1901607),0.0186697175937571,1927.3444106230904
covid,2,59,cellular biogenic amine biosynthetic process (GO:0042401),0.0350031434463622,773.4756743774749
covid,1,60,low-density lipoprotein particle remodeling (GO:0034374),0.0437678170920905,1014.3901741044946
covid,1,60,nitric oxide mediated signal transduction (GO:0007263),0.0437678170920905,714.6879621205851
covid,3,60,negative regulation of anion transport (GO:1903792),0.0099785245295165,3684.499894523836
covid,3,60,regulation of cellular response to growth factor stimulus (GO:0090287),0.0447748543251384,773.4756743774749
covid,0,61,epithelial structure maintenance (GO:0010669),0.0480782410185286,714.6879621205851
covid,0,61,maintenance of gastrointestinal epithelium (GO:0030277),0.0480782410185286,714.6879621205851
covid,0,61,positive regulation of focal adhesion assembly (GO:0051894),0.0480782410185286,663.3671793000248
covid,2,61,cholesterol transport (GO:0030301),0.00032092882064779305,902.3915670584192
covid,2,61,cholesterol efflux (GO:0033344),0.0009895527627087565,1268.516156997622
covid,2,61,chylomicron remnant clearance (GO:0034382),0.00497055102209,2851.750942795132
covid,2,61,triglyceride metabolic process (GO:0006641),0.0051030561422936,403.78450809896594
covid,2,61,chylomicron remodeling (GO:0034371),0.0051030561422936,1927.3444106230904
covid,0,62,positive regulation of peptidyl-serine phosphorylation of STAT protein (GO:0033141),0.0309242482030913,714.6879621205851
covid,0,62,regulation of peptidyl-serine phosphorylation of STAT protein (GO:0033139),0.0309242482030913,663.3671793000248
covid,0,62,positive regulation of monocyte chemotaxis (GO:0090026),0.0309242482030913,663.3671793000248
covid,0,62,positive regulation of defense response (GO:0031349),0.0309242482030913,180.69978250436736
covid,0,62,regulation of monocyte chemotaxis (GO:0090025),0.0406448629077514,431.9867091057638
covid,3,62,positive regulation of immune response (GO:0050778),0.0018659227664786,529.50965872386
covid,3,62,positive regulation of prostaglandin biosynthetic process (GO:0031394),0.0043594979263138,5105.230681141124
covid,3,62,positive regulation of unsaturated fatty acid biosynthetic process (GO:2001280),0.0045689668693907,2851.750942795132
covid,3,62,regulation of prostaglandin biosynthetic process (GO:0031392),0.0045689668693907,2851.750942795132
covid,3,62,immunoglobulin mediated immune response (GO:0016064),0.0078106661156841,1646.7365311362207
covid,0,63,induction of positive chemotaxis (GO:0050930),0.0288046701277356,1432.0496756090347
covid,0,63,myeloid leukocyte differentiation (GO:0002573),0.0288046701277356,283.7322904048699
covid,0,63,macrophage differentiation (GO:0030225),0.0288046701277356,920.7238662710552
covid,0,63,positive regulation of positive chemotaxis (GO:0050927),0.0288046701277356,773.4756743774749
covid,0,63,positive regulation of receptor internalization (GO:0002092),0.042045223856621,510.5767014966948
covid,1,63,negative regulation of leukocyte proliferation (GO:0070664),0.0199921559233149,1927.3444106230904
covid,1,63,positive regulation of macrophage activation (GO:0043032),0.0313606800552331,773.4756743774749
covid,1,63,positive regulation of leukocyte activation (GO:0002696),0.0313606800552331,663.3671793000248
covid,2,63,"synaptic transmission, GABAergic (GO:0051932)",0.0158364888351833,1432.0496756090347
covid,2,63,inhibitory synapse assembly (GO:1904862),0.0158364888351833,1432.0496756090347
